AttributeKey;supplementaryRegulation;specificSupplementaryRegulation
FP_VERENTSORGUNG_zweckbestimmung_18004;7_3_3_Disposal;2_21_6_5_AnlageKlaerschlamm
FP_VERENTSORGUNG_zweckbestimmung_18005;7_3_3_Disposal;2_21_6_6_SonstigeAbwasserBehandlungsanlage
FP_VERENTSORGUNG_zweckbestimmung_18006;7_3_3_Disposal;2_21_6_7_SalzSoleeinleitungen
FP_VERENTSORGUNG_zweckbestimmung_20000;7_3_3_Disposal;2_21_7_1_RegenwasserRueckhaltebecken
FP_VERENTSORGUNG_zweckbestimmung_20001;7_3_3_Disposal;2_21_7_2_Niederschlagswasserleitung
FP_VERENTSORGUNG_zweckbestimmung_22000;7_3_3_Disposal;2_21_8_1_Muellumladestation
FP_VERENTSORGUNG_zweckbestimmung_22001;7_3_3_Disposal;2_21_8_2_Muellbeseitigungsanlage
FP_VERENTSORGUNG_zweckbestimmung_22002;7_3_3_Disposal;2_21_8_3_Muellsortieranlage
FP_VERENTSORGUNG_zweckbestimmung_22003;7_3_3_Disposal;2_21_8_4_Recyclinghof
FP_VERENTSORGUNG_zweckbestimmung_24000;7_3_3_Disposal;2_21_9_1_Erdaushubdeponie
FP_VERENTSORGUNG_zweckbestimmung_24001;7_3_3_Disposal;2_21_9_2_Bauschuttdeponie
FP_VERENTSORGUNG_zweckbestimmung_24002;7_3_3_Disposal;2_21_9_3_Hausmuelldeponie
FP_VERENTSORGUNG_zweckbestimmung_24003;7_3_3_Disposal;2_21_9_4_Sondermuelldeponie
FP_VERENTSORGUNG_zweckbestimmung_24004;7_3_3_Disposal;2_21_9_5_StillgelegteDeponie
FP_VERENTSORGUNG_zweckbestimmung_24005;7_3_3_Disposal;2_21_9_6_RekultivierteDeponie
FP_VERENTSORGUNG_zweckbestimmung_26000;7_3_4_Communication;2_21_10_1_Fernmeldeanlage
FP_VERENTSORGUNG_zweckbestimmung_26001;7_3_4_Communication;2_21_10_2_Mobilfunkstrecke
FP_VERENTSORGUNG_zweckbestimmung_26002;7_3_4_Communication;2_21_10_3_Fernmeldekabel
FP_VERENTSORGUNG_zweckbestimmung_99990;7_3_2_Supply;2_21_13_1_Produktenleitung
FP_VERENTSORGUNG_zweckbestimmung_100010;7_3_2_Supply;2_21_1_11_Leitungsmast
FP_VERENTSORGUNG__;7_3_Infrastructure;2_21_VerEntsorgung
FP_VORBEHALTEFLAECHE__;9_RegulatedActivities;2_22_VorbehalteFlaeche
FP_WASSERWIRTSCHAFT_zweckbestimmung_1000;2_1_2_FloodRiskManagementZone;2_24_1_HochwasserRueckhaltebecken
FP_WASSERWIRTSCHAFT_zweckbestimmung_1100;2_1_2_FloodRiskManagementZone;2_24_2_Ueberschwemmgebiet
FP_WASSERWIRTSCHAFT_zweckbestimmung_1200;2_1_2_FloodRiskManagementZone;2_24_3_Versickerungsflaeche
FP_WASSERWIRTSCHAFT_zweckbestimmung_1300;2_1_2_FloodRiskManagementZone;2_24_4_Entwaesserungsgraben
FP_WASSERWIRTSCHAFT_zweckbestimmung_1400;2_1_2_FloodRiskManagementZone;2_24_5_Deich
FP_WASSERWIRTSCHAFT_zweckbestimmung_9999;2_1_FloodRisks;2_24_6_Sonstiges
FP_WASSERWIRTSCHAFT__;2_1_FloodRisks;2_24_Wasserwirtschaft
FP_ZENTRALERVERSORGUNGSBEREICH__;7_1_3_AssignmentOfFunctions;2_25_ZentralerVersorgungsbereich
