AttributeKey;hilucsLandUse;specificLandUse
FP_VERENTSORGUNG_zweckbestimmung_12004;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_2_5_Gasstation
FP_VERENTSORGUNG_zweckbestimmung_12005;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_2_6_Gasleitung
FP_VERENTSORGUNG_zweckbestimmung_13000;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_3_1_Erdoelleitung
FP_VERENTSORGUNG_zweckbestimmung_13001;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_3_2_Bohrstelle
FP_VERENTSORGUNG_zweckbestimmung_13002;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_3_3_Erdoelpumpstation
FP_VERENTSORGUNG_zweckbestimmung_13003;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_3_4_Oeltank
FP_VERENTSORGUNG_zweckbestimmung_14000;2_4_EnergyProduction;2_21_4_1_Blockheizkraftwerk
FP_VERENTSORGUNG_zweckbestimmung_14001;4_3_1_ElectricityGasAndThermalPowerDistributionServices;2_21_4_2_Fernwaermeleitung
FP_VERENTSORGUNG_zweckbestimmung_14002;2_4_EnergyProduction;2_21_4_3_Fernheizwerk
FP_VERENTSORGUNG_zweckbestimmung_16000;4_3_2_WaterAndSewageInfrastructure;2_21_5_1_Wasserwerk
FP_VERENTSORGUNG_zweckbestimmung_16001;4_3_2_WaterAndSewageInfrastructure;2_21_5_2_Wasserleitung
FP_VERENTSORGUNG_zweckbestimmung_16002;4_3_2_WaterAndSewageInfrastructure;2_21_5_3_Wasserspeicher
FP_VERENTSORGUNG_zweckbestimmung_16003;4_3_2_WaterAndSewageInfrastructure;2_21_5_4_Brunnen
FP_VERENTSORGUNG_zweckbestimmung_16004;4_3_2_WaterAndSewageInfrastructure;2_21_5_5_Pumpwerk
FP_VERENTSORGUNG_zweckbestimmung_16005;4_3_2_WaterAndSewageInfrastructure;2_21_5_6_Quelle
FP_VERENTSORGUNG_zweckbestimmung_18000;4_3_2_WaterAndSewageInfrastructure;2_21_6_1_Abwasserleitung
FP_VERENTSORGUNG_zweckbestimmung_18001;4_3_2_WaterAndSewageInfrastructure;2_21_6_2_Abwasserrueckhaltebecken
FP_VERENTSORGUNG_zweckbestimmung_18002;4_3_2_WaterAndSewageInfrastructure;2_21_6_3_Abwasserpumpwerk
FP_VERENTSORGUNG_zweckbestimmung_18003;4_3_2_WaterAndSewageInfrastructure;2_21_6_4_Klaeranlage
FP_VERENTSORGUNG_zweckbestimmung_18004;4_3_2_WaterAndSewageInfrastructure;2_21_6_5_AnlageKlaerschlamm
FP_VERENTSORGUNG_zweckbestimmung_18005;4_3_2_WaterAndSewageInfrastructure;2_21_6_6_SonstigeAbwasserBehandlungsanlage
FP_VERENTSORGUNG_zweckbestimmung_18006;4_3_2_WaterAndSewageInfrastructure;2_21_6_7_SalzSoleeinleitungen
FP_VERENTSORGUNG_zweckbestimmung_20000;4_3_2_WaterAndSewageInfrastructure;2_21_7_1_RegenwasserRueckhaltebecken
FP_VERENTSORGUNG_zweckbestimmung_20001;4_3_2_WaterAndSewageInfrastructure;2_21_7_2_Niederschlagswasserleitung
FP_VERENTSORGUNG_zweckbestimmung_22000;4_3_3_WasteTreatment;2_21_8_1_Muellumladestation
FP_VERENTSORGUNG_zweckbestimmung_22001;4_3_3_WasteTreatment;2_21_8_2_Muellbeseitigungsanlage
FP_VERENTSORGUNG_zweckbestimmung_22002;4_3_3_WasteTreatment;2_21_8_3_Muellsortieranlage
FP_VERENTSORGUNG_zweckbestimmung_22003;4_3_3_WasteTreatment;2_21_8_4_Recyclinghof
FP_VERENTSORGUNG_zweckbestimmung_24000;4_3_3_WasteTreatment;2_21_9_1_Erdaushubdeponie
FP_VERENTSORGUNG_zweckbestimmung_24001;4_3_3_WasteTreatment;2_21_9_2_Bauschuttdeponie
FP_VERENTSORGUNG_zweckbestimmung_24002;4_3_3_WasteTreatment;2_21_9_3_Hausmuelldeponie
FP_VERENTSORGUNG_zweckbestimmung_24003;4_3_3_WasteTreatment;2_21_9_4_Sondermuelldeponie
FP_VERENTSORGUNG_zweckbestimmung_24004;4_3_3_WasteTreatment;2_21_9_5_StillgelegteDeponie
FP_VERENTSORGUNG_zweckbestimmung_24005;4_3_3_WasteTreatment;2_21_9_6_RekultivierteDeponie
FP_VERENTSORGUNG_zweckbestimmung_26000;4_3_4_OtherUtilities;2_21_10_1_Fernmeldeanlage
FP_VERENTSORGUNG_zweckbestimmung_26001;4_3_4_OtherUtilities;2_21_10_2_Mobilfunkstrecke
FP_VERENTSORGUNG_zweckbestimmung_26002;4_3_4_OtherUtilities;2_21_10_3_Fernmeldekabel
FP_VERENTSORGUNG_zweckbestimmung_99990;4_3_4_OtherUtilities;2_21_13_1_Produktenleitung
FP_VERENTSORGUNG_zweckbestimmung_100010;4_3_4_OtherUtilities;2_21_1_11_Leitungsmast
FP_VERENTSORGUNG__;4_3_Utilities;2_21_VerEntsorgung
FP_VORBEHALTEFLAECHE__;6_6_NotKnownUse;2_22_VorbehalteFlaeche
FP_WALDFLAECHE_zweckbestimmung_1000;6_3_1_LandAreasNotInOtherEconomicUse;2_23_1_Naturwald
FP_WALDFLAECHE_zweckbestimmung_1200;1_2_Forestry;2_23_2_Nutzwald
FP_WALDFLAECHE_zweckbestimmung_1400;3_4_4_OpenAirRecreationalAreas;2_23_3_Erholungswald
FP_WALDFLAECHE_zweckbestimmung_1600;6_3_1_LandAreasNotInOtherEconomicUse;2_23_4_Schutzwald
FP_WALDFLAECHE_zweckbestimmung_1800;1_2_Forestry;2_23_5_FlaecheForstwirtschaft
FP_WALDFLAECHE_zweckbestimmung_9999;6_6_NotKnownUse;2_23_6_Sonstiges
FP_WALDFLAECHE__;1_2_Forestry;2_23_WaldFlaeche
FP_WASSERWIRTSCHAFT_zweckbestimmung_1000;4_3_2_WaterAndSewageInfrastructure;2_24_1_HochwasserRueckhaltebecken
FP_WASSERWIRTSCHAFT_zweckbestimmung_1100;4_3_2_WaterAndSewageInfrastructure;2_24_2_Ueberschwemmgebiet
FP_WASSERWIRTSCHAFT_zweckbestimmung_1200;4_3_2_WaterAndSewageInfrastructure;2_24_3_Versickerungsflaeche
FP_WASSERWIRTSCHAFT_zweckbestimmung_1300;4_3_2_WaterAndSewageInfrastructure;2_24_4_Entwaesserungsgraben
FP_WASSERWIRTSCHAFT_zweckbestimmung_1400;4_3_2_WaterAndSewageInfrastructure;2_24_5_Deich
FP_WASSERWIRTSCHAFT_zweckbestimmung_9999;4_3_2_WaterAndSewageInfrastructure;2_24_6_Sonstiges
FP_WASSERWIRTSCHAFT__;4_3_2_WaterAndSewageInfrastructure;2_24_Wasserwirtschaft
