AttributeKey;supplementaryRegulation;specificSupplementaryRegulation
BP_SPIELSPORTANLAGENFLAECHE__;7_2_3_Recreation;3_43_SpielSportanlagenFlaeche
BP_SPIELSPORTANLAGENFLAECHE_zweckbestimmung_1000;7_2_3_Recreation;3_43_1_Sportanlage
BP_SPIELSPORTANLAGENFLAECHE_zweckbestimmung_2000;7_2_3_Recreation;3_43_2_Spielanlage
BP_SPIELSPORTANLAGENFLAECHE_zweckbestimmung_3000;7_2_3_Recreation;3_43_3_SpielSportanlage
BP_SPIELSPORTANLAGENFLAECHE_zweckbestimmung_9999;7_2_3_Recreation;3_43_4_Sonstiges
BP_STRASSENVERKEHRSFLAECHE__;7_3_1_1_Road;3_44_StrassenVerkehrsFlaeche
BP_STRASSENVERKEHRSFLAECHE_nutzungsform_1000;7_3_1_1_Road;3_44_1_Privat
BP_STRASSENVERKEHRSFLAECHE_nutzungsform_2000;7_3_1_1_Road;3_44_2_Oeffentlich
BP_STRASSENBEGRENZUNGSLINIE__;10_OtherSupplementaryRegulation;3_45_StrassenbegrenzungsLinie
BP_STRASSENKOERPER__;10_OtherSupplementaryRegulation;3_46_Strassenkoerper
BP_STRASSENKOERPER_typ_1000;10_OtherSupplementaryRegulation;3_46_1_Aufschuettung
BP_STRASSENKOERPER_typ_2000;10_OtherSupplementaryRegulation;3_46_2_Abgrabung
BP_STRASSENKOERPER_typ_3000;10_OtherSupplementaryRegulation;3_46_3_Stuetzmauer
BP_TECHNISCHEMASSNAHMENFLAECHE_zweckbestimmung_1000;1_2_EmmissionControlArea;3_47_1_Luftreinhaltung
BP_TECHNISCHEMASSNAHMENFLAECHE_zweckbestimmung_2000;1_3_RewenableEnergyArea;3_47_2_NutzungErneurerbarerEnergien
BP_TECHNISCHEMASSNAHMENFLAECHE_zweckbestimmung_3000;2_RiskExposure;3_47_3_MinderungStoerfallfolgen
BP_TEXTLICHEFESTSETZUNGSFLAECHE__;10_OtherSupplementaryRegulation;3_48_TextlicheFestsetzungsFlaeche
BP_UEBERBAUBAREGRUNDSTUECKSFLAECHE__;5_1_UsableBuildingArea;3_49_UeberbaubareGrundstuecksFlaeche
BP_UNVERBINDLICHEVORMERKUNG__;10_OtherSupplementaryRegulation;3_50_UnverbindlicheVormerkung
BP_VERENTSORGUNG__;7_3_Infrastructure;3_51_VerEntsorgung
BP_VERENTSORGUNG_zweckbestimmung_1000;7_3_2_Supply;3_51_1_Elektrizitaet
BP_VERENTSORGUNG_zweckbestimmung_10000;7_3_2_Supply;3_51_2_Hochspannungsleitung
BP_VERENTSORGUNG_zweckbestimmung_10001;7_3_2_Supply;3_51_3_TrafostationUmspannwerk
BP_VERENTSORGUNG_zweckbestimmung_10002;7_3_2_Supply;3_51_4_Solarkraftwerk
BP_VERENTSORGUNG_zweckbestimmung_10003;7_3_2_Supply;3_51_5_Windkraftwerk
BP_VERENTSORGUNG_zweckbestimmung_10004;7_3_2_Supply;3_51_6_Geothermiekraftwerk
BP_VERENTSORGUNG_zweckbestimmung_10005;7_3_2_Supply;3_51_7_Elektrizitaetswerk
BP_VERENTSORGUNG_zweckbestimmung_10006;7_3_2_Supply;3_51_8_Wasserkraftwerk
BP_VERENTSORGUNG_zweckbestimmung_10007;7_3_2_Supply;3_51_9_BiomasseKraftwerk
BP_VERENTSORGUNG_zweckbestimmung_10008;7_3_2_Supply;3_51_10_Kabelleitung
BP_VERENTSORGUNG_zweckbestimmung_10009;7_3_2_Supply;3_51_11_Niederspannungsleitung
BP_VERENTSORGUNG_zweckbestimmung_100010;7_3_2_Supply;3_51_12_Leitungsmast
BP_VERENTSORGUNG_zweckbestimmung_1200;7_3_2_Supply;3_51_13_Gas
BP_VERENTSORGUNG_zweckbestimmung_12000;7_3_2_Supply;3_51_14_Ferngasleitung
BP_VERENTSORGUNG_zweckbestimmung_12001;7_3_2_Supply;3_51_15_Gaswerk
BP_VERENTSORGUNG_zweckbestimmung_12002;7_3_2_Supply;3_51_16_Gasbehaelter
BP_VERENTSORGUNG_zweckbestimmung_12003;7_3_2_Supply;3_51_17_Gasdruckregler
BP_VERENTSORGUNG_zweckbestimmung_12004;7_3_2_Supply;3_51_18_Gasstation
BP_VERENTSORGUNG_zweckbestimmung_12005;7_3_2_Supply;3_51_19_Gasleitung
BP_VERENTSORGUNG_zweckbestimmung_1300;7_3_2_Supply;3_51_20_Erdoel
BP_VERENTSORGUNG_zweckbestimmung_13000;7_3_2_Supply;3_51_21_Erdoelleitung
BP_VERENTSORGUNG_zweckbestimmung_13001;7_3_2_Supply;3_51_22_Bohrstelle
BP_VERENTSORGUNG_zweckbestimmung_13002;7_3_2_Supply;3_51_23_Erdoelpumpstation
BP_VERENTSORGUNG_zweckbestimmung_13003;7_3_2_Supply;3_51_24_Oeltank
BP_VERENTSORGUNG_zweckbestimmung_1400;7_3_2_Supply;3_51_25_Waermeversorgung
BP_VERENTSORGUNG_zweckbestimmung_14000;7_3_2_Supply;3_51_26_Blockheizkraftwerk
BP_VERENTSORGUNG_zweckbestimmung_14001;7_3_2_Supply;3_51_27_Fernwaermeleitung
BP_VERENTSORGUNG_zweckbestimmung_14002;7_3_2_Supply;3_51_28_Fernheizwerk
BP_VERENTSORGUNG_zweckbestimmung_1600;7_3_2_Supply;3_51_29_Wasser
BP_VERENTSORGUNG_zweckbestimmung_16000;7_3_2_Supply;3_51_30_Wasserwerk
BP_VERENTSORGUNG_zweckbestimmung_16001;7_3_2_Supply;3_51_31_Wasserleitung
BP_VERENTSORGUNG_zweckbestimmung_16002;7_3_2_Supply;3_51_32_Wasserspeicher
BP_VERENTSORGUNG_zweckbestimmung_16003;7_3_2_Supply;3_51_33_Brunnen
BP_VERENTSORGUNG_zweckbestimmung_16004;7_3_2_Supply;3_51_34_Pumpwerk
BP_VERENTSORGUNG_zweckbestimmung_16005;7_3_2_Supply;3_51_35_Quelle
BP_VERENTSORGUNG_zweckbestimmung_1800;7_3_3_Disposal;3_51_36_Abwasser
BP_VERENTSORGUNG_zweckbestimmung_18000;7_3_3_Disposal;3_51_37_Abwasserleitung
BP_VERENTSORGUNG_zweckbestimmung_18001;7_3_3_Disposal;3_51_38_Abwasserrueckhaltebecken
BP_VERENTSORGUNG_zweckbestimmung_18002;7_3_3_Disposal;3_51_39_Abwasserpumpwerk
BP_VERENTSORGUNG_zweckbestimmung_18003;7_3_3_Disposal;3_51_40_Klaeranlage
BP_VERENTSORGUNG_zweckbestimmung_18004;7_3_3_Disposal;3_51_41_AnlageKlaerschlamm
BP_VERENTSORGUNG_zweckbestimmung_18005;7_3_3_Disposal;3_51_42_SonstigeAbwasserBehandlungsanlage
BP_VERENTSORGUNG_zweckbestimmung_18006;7_3_3_Disposal;3_51_43_SalzSoleeinleitungen
BP_VERENTSORGUNG_zweckbestimmung_2000;7_3_3_Disposal;3_51_44_Regenwasser
BP_VERENTSORGUNG_zweckbestimmung_20000;7_3_3_Disposal;3_51_45_RegenwasserRueckhaltebecken
BP_VERENTSORGUNG_zweckbestimmung_20001;7_3_3_Disposal;3_51_46_Niederschlagswasserleitung
BP_VERENTSORGUNG_zweckbestimmung_2200;7_3_3_Disposal;3_51_47_Abfallentsorgung
BP_VERENTSORGUNG_zweckbestimmung_22000;7_3_3_Disposal;3_51_48_Muellumladestation
BP_VERENTSORGUNG_zweckbestimmung_22001;7_3_3_Disposal;3_51_49_Muellbeseitigungsanlage
BP_VERENTSORGUNG_zweckbestimmung_22002;7_3_3_Disposal;3_51_50_Muellsortieranlage
BP_VERENTSORGUNG_zweckbestimmung_22003;7_3_3_Disposal;3_51_51_Recyclinghof
BP_VERENTSORGUNG_zweckbestimmung_2400;7_3_3_Disposal;3_51_52_Ablagerung
BP_VERENTSORGUNG_zweckbestimmung_24000;7_3_3_Disposal;3_51_53_Erdaushubdeponie
BP_VERENTSORGUNG_zweckbestimmung_24001;7_3_3_Disposal;3_51_54_Bauschuttdeponie
BP_VERENTSORGUNG_zweckbestimmung_24002;7_3_3_Disposal;3_51_55_Hausmuelldeponie
BP_VERENTSORGUNG_zweckbestimmung_24003;7_3_3_Disposal;3_51_56_Sondermuelldeponie
BP_VERENTSORGUNG_zweckbestimmung_24004;7_3_3_Disposal;3_51_57_StillgelegteDeponie
BP_VERENTSORGUNG_zweckbestimmung_24005;7_3_3_Disposal;3_51_58_RekultivierteDeponie
BP_VERENTSORGUNG_zweckbestimmung_2600;7_3_4_Communication;3_51_59_Telekommunikation
BP_VERENTSORGUNG_zweckbestimmung_26000;7_3_4_Communication;3_51_60_Fernmeldeanlage
BP_VERENTSORGUNG_zweckbestimmung_26001;7_3_4_Communication;3_51_61_Mobilfunkstrecke
BP_VERENTSORGUNG_zweckbestimmung_26002;7_3_4_Communication;3_51_62_Fernmeldekabel
BP_VERENTSORGUNG_zweckbestimmung_2800;7_3_2_Supply;3_51_63_ErneuerbareEnergien
BP_VERENTSORGUNG_zweckbestimmung_3000;7_3_2_Supply;3_51_64_KraftWaermeKopplung
BP_VERENTSORGUNG_zweckbestimmung_9999;7_3_Infrastructure;3_51_65_Sonstiges
BP_VERENTSORGUNG_zweckbestimmung_99990;7_3_2_Supply;3_51_66_Produktenleitung
BP_VERAENDERUNGSSPERRE__;9_3_ForbidenActivities;3_52_Veraenderungssperre
BP_VERAENDERUNGSSPERRE_verlaengerung_1000;9_3_ForbidenActivities;3_52_1_Keine
BP_VERAENDERUNGSSPERRE_verlaengerung_2000;9_3_ForbidenActivities;3_52_2_ErsteVerlaengerung
BP_VERAENDERUNGSSPERRE_verlaengerung_3000;9_3_ForbidenActivities;3_52_3_ZweiteVerlaengerung
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG__;7_3_1_4_OtherNetworkInfrastructure;3_53_VerkehrsflaecheBesondererZweckbestimmung
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_1000;7_5_2_ParkingObligationArea;3_53_1_Parkierungsflaeche
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_1100;7_3_1_4_OtherNetworkInfrastructure;3_53_2_Fussgaengerbereich
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_1200;7_3_1_4_OtherNetworkInfrastructure;3_53_3_VerkehrsberuhigterBereich
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_1300;7_3_1_4_OtherNetworkInfrastructure;3_53_4_RadFussweg
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_1400;7_3_1_4_OtherNetworkInfrastructure;3_53_5_Radweg
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_1500;7_3_1_4_OtherNetworkInfrastructure;3_53_6_Fussweg
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_1550;7_3_1_4_OtherNetworkInfrastructure;3_53_7_Wanderweg
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_1580;7_3_1_4_OtherNetworkInfrastructure;3_53_8_Wirtschaftsweg
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_1600;7_3_1_4_OtherNetworkInfrastructure;3_53_9_FahrradAbstellplatz
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_1700;7_3_1_4_OtherNetworkInfrastructure;3_53_10_UeberfuehrenderVerkehrsweg
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_1800;7_3_1_4_OtherNetworkInfrastructure;3_53_11_UnterfuehrenderVerkehrsweg
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_2000;7_5_2_ParkingObligationArea;3_53_12_PRAnlage
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_2100;7_3_1_4_OtherNetworkInfrastructure;3_53_13_Platz
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_2200;7_3_1_4_OtherNetworkInfrastructure;3_53_14_Anschlussflaeche
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_2300;7_3_1_4_OtherNetworkInfrastructure;3_53_15_LandwirtschaftlicherVerkehr
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_2400;7_3_1_4_OtherNetworkInfrastructure;3_53_16_Verkehrsgruen
BP_VERKEHRSFLAECHEBESONDERERZWECKBESTIMMUNG_zweckbestimmung_9999;7_3_1_4_OtherNetworkInfrastructure;3_53_17_Sonstiges
BP_WASSERWIRTSCHAFTSFLAECHE__;2_1_FloodRisks;3_55_WasserwirtschaftsFlaeche
BP_WASSERWIRTSCHAFTSFLAECHE_zweckbestimmung_1000;2_1_2_FloodRiskManagementZone;3_55_1_HochwasserRueckhaltebecken
BP_WASSERWIRTSCHAFTSFLAECHE_zweckbestimmung_1100;2_1_1_AreaExposedToFloodRisk;3_55_2_Ueberschwemmgebiet
BP_WASSERWIRTSCHAFTSFLAECHE_zweckbestimmung_1200;2_1_2_FloodRiskManagementZone;3_55_3_Versickerungsflaeche
BP_WASSERWIRTSCHAFTSFLAECHE_zweckbestimmung_1300;2_1_2_FloodRiskManagementZone;3_55_4_Entwaesserungsgraben
BP_WASSERWIRTSCHAFTSFLAECHE_zweckbestimmung_1400;2_1_2_FloodRiskManagementZone;3_55_5_Deich
BP_WASSERWIRTSCHAFTSFLAECHE_zweckbestimmung_9999;2_1_FloodRisks;3_55_6_Sonstiges
BP_WEGERECHT__;4_1_PublicEasement;3_56_Wegerecht
BP_WEGERECHT_typ_1000;4_1_PublicEasement;3_56_1_Gehrecht
BP_WEGERECHT_typ_2000;4_1_PublicEasement;3_56_2_Fahrrecht
BP_WEGERECHT_typ_3000;4_1_PublicEasement;3_56_3_GehFahrrecht
BP_WEGERECHT_typ_4000;4_1_3_UtilityEasement;3_56_4_Leitungsrecht
BP_WEGERECHT_typ_4100;4_1_PublicEasement;3_56_5_GehLeitungsrecht
BP_WEGERECHT_typ_4200;4_1_PublicEasement;3_56_6_FahrLeitungsrecht
BP_WEGERECHT_typ_5000;4_1_PublicEasement;3_56_7_GehFahrLeitungsrecht
